RefSeq-Accn	Assigned-Molecule	FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	California-CA	Wisconsin-WI	Hokkaido-HK	Jena-JN	Kanazawa-KZ	Montpelier-MT	Trento-TR
NW_023496944.1	na	36.7241	41.4762	34.3118	35.3054	46.364	38.7978	45.022	37.4352	47.5887	35.9123	51.4075	37.0608	45.6877	34.0584	32.3252	41.253	38.0802	34.3188	43.2585	42.4763	34.5252	45.6018	27.9169	16.2765	47.3161	25.1154	50.5847	52.0231	63.4392
NW_023497066.1	na	44.0377	45.8834	41.4154	39.6184	53.1122	43.8178	49.8359	42.8984	51.049	40.8891	56.133	40.7627	50.4617	39.7916	35.5673	44.9906	48.4084	38.5057	50.18	47.4299	39.3094	49.2783	49.995	19.9159	56.1671	29.5648	61.3261	62.2871	71.4858
NW_023497282.1	na	1.694	1.62487	1.43457	1.41687	1.97833	1.58407	1.88018	1.64223	2.09175	1.24071	2.04813	1.47664	1.25512	1.39842	1.62917	1.30345	1.38974	0.824179	1.57021	1.32707	1.34316	1.7986	0.830102	0.720719	1.84653	1.28911	2.38954	2.50814	2.54153
NW_023497277.1	na	36.5542	44.5489	31.9745	36.2795	54.4768	32.6704	42.91	42.4772	68.0045	37.9544	44.8121	41.4307	48.4036	26.8631	44.089	34.468	24.2742	27.9609	37.7489	48.157	42.142	48.9998	22.6203	26.1724	30.7714	47.0388	56.461	48.4935	53.854
NW_023497283.1	na	4.34325	3.58574	4.22372	3.48974	4.49658	3.55007	3.62513	4.28893	4.68526	3.59175	3.51109	3.08822	3.70402	3.96247	3.10284	3.52322	4.02239	3.48922	4.63498	3.60471	3.387	3.20257	1.0536	0.755235	4.09392	1.4745	3.0931	2.57101	4.31194
NW_023497286.1	na	0.753853	1.23279	0.592397	0.558198	0.975194	1.24703	0.867312	0.73668	1.00763	0.673418	1.17335	0.758697	2.31044	0.949949	0.89476	0.945986	1.49141	1.38852	0.799207	1.51666	1.07603	1.27976	1.69529	1.29297	2.18127	1.65815	3.98327	4.3144	3.52077
NW_023497281.1	na	11.9478	15.3391	13.2168	11.686	16.0823	12.7484	16.3195	13.6689	15.5237	13.2587	18.016	11.0337	19.6576	13.1833	10.6449	13.7043	15.7059	13.5162	17.0897	16.86	14.105	14.9446	7.5143	6.62947	18.7419	5.45083	12.7093	11.7758	21.5159
NW_023497284.1	na	2.34725	2.49606	2.58195	2.14727	3.2917	2.38857	2.58418	2.25587	2.76667	2.25553	2.94274	2.49306	2.91865	2.03129	1.62909	2.61143	2.99049	2.37871	2.28347	2.01637	2.46117	3.0174	2.44128	1.30242	3.48371	3.44128	6.25407	6.26899	5.04937
NW_023497279.1	na	7.81537	5.33589	5.73839	6.83901	9.4625	7.51439	8.38855	6.3886	7.75978	4.54551	8.51338	7.89071	3.82275	5.6503	5.8039	5.57165	4.73959	2.96835	5.15572	4.3181	2.95943	8.77024	3.15946	1.3873	7.47103	7.43574	9.99142	11.9632	14.3417
NW_023497127.1	na	38.2219	40.049	34.4155	33.9507	45.6927	37.5097	42.7686	36.8349	44.0372	35.1077	48.2239	34.4349	43.9796	34.1	30.0628	39.625	41.3636	34.135	42.9927	41.0836	33.6592	43.3744	23.9182	16.2688	46.3437	23.6606	53.3129	54.8256	62.9472
NW_023497053.1	na	45.2357	40.9372	41.0677	36.8337	50.3186	40.9253	44.7074	40.3089	45.8937	37.6792	50.0574	36.3089	45.1285	39.0585	32.9341	40.0701	48.2742	37.119	48.5934	43.2865	38.3501	42.8222	26.283	19.0878	51.7869	24.2269	57.8313	57.6603	63.4814
NW_023496964.1	na	42.5321	41.612	36.8638	35.8978	47.1574	39.2716	44.8236	38.8788	44.1996	36.0625	50.7194	35.9516	45.1602	36.5269	31.03	39.5329	44.1104	34.8016	45.058	43.0073	35.2974	43.6324	25.0537	17.4122	50.2605	23.4882	52.5215	52.1478	64.6585
NW_023497292.1	na	0.496098	0.546823	0.353958	1.13545	0.846711	0.252508	0.831661	0.512821	2.57581	0.362876	1.30769	0.489409	0.301003	0.405797	0.511706	0.328317	1.17336	0.0880713	0.0551839	0.481605	0.453177	0.765886	1.5942	1.53679	27.6589	23.689	41.5602	18.9922	9.73467
NW_023497280.1	na	57.4891	67.1963	50.4154	63.1544	97.5532	52.7883	64.4937	65.7065	99.0135	59.5514	77.6049	64.9658	92.2347	43.5276	66.135	53.8022	49.208	50.9779	59.7049	91.7272	70.4088	74.9409	52.8916	53.39	76.7138	99.1629	124.883	105.666	114.451
NW_023497296.1	na	0	0.168909	0.0956652	0	0.247384	0.222347	0.0911809	0	0.093423	0.0923019	0.0926756	0.0758595	0.093423	0.0908072	0	0.093423	0	0.093423	0	0.0930493	0	0.0900598	0	0.109118	0.223094	0.10426	0.064275	0.11136	0.529895
NW_023497289.1	na	10.6062	10.0573	8.85074	9.97295	10.8794	8.90541	11.9784	9.34887	13.2799	10.0222	12.8174	10.2479	14.1249	8.89189	8.71126	11.0789	12.2296	10.0582	10.5756	13.5423	12.5152	12.5265	5.72267	4.8474	9.2177	6.53275	10.1556	11.44	11.8968
NW_023497288.1	na	28.4653	34.1852	25.2221	30.7642	37.0475	29.1315	38.0842	29.5198	42.3208	30.9032	47.9153	32.8019	40.3031	28.748	24.5395	38.6506	35.6512	23.2881	32.0519	38.803	30.0537	41.8469	17.7075	11.7078	42.4605	19.1926	43.0048	47.636	58.2256
NW_023496915.1	na	42.9822	43.4568	39.7224	37.1573	49.873	41.8525	47.7348	41.2837	49.4143	39.2982	53.8138	37.7964	47.8682	38.2179	33.519	43.2729	47.2652	37.0761	47.8553	45.1847	38.4828	46.9167	25.4589	18.5073	52.2319	23.628	52.1091	54.0161	66.9841
NW_023497293.1	na	1.08998	0.538687	0.508668	0.736735	1.31895	0.446229	0.395797	0.387317	0.530582	0.77636	0.634747	0.757749	1.14139	1.01486	0.594071	0.866492	1.1967	0.978086	0.992195	1.32615	1.02109	0.526454	1.32008	1.18056	1.34199	0.748068	2.50919	1.55865	0.646604
NW_023497295.1	na	8.95459	6.4825	7.84391	6.30029	9.62045	6.83224	6.72114	6.5316	7.03957	6.81398	8.37395	6.1892	6.10023	6.55147	5.33894	6.65783	11.2087	5.44454	9.15962	6.02028	7.91352	6.92923	4.70023	2.72744	11.3405	2.74362	9.92779	12.8743	12.0183
NW_023497302.1	na	7.84256	7.35251	6.59948	7.73573	10.3369	4.88149	7.67604	6.82526	15.3101	5.04715	7.36635	6.53028	6.90484	5.50476	5.82137	6.99481	5.9295	2.49524	4.97491	8.06661	6.59948	7.13019	25.7102	18.1211	18.7612	31.6691	35.6769	32.1687	20.5882
NW_023497303.1	na	1.02311	1.38898	1.15572	1.17322	2.48985	0.979698	1.31361	2.10346	1.2041	1.41879	0.825702	1.8013	1.65313	0.994168	1.80346	0.69676	1.77041	1.48035	1.16242	1.44881	2.52549	0.94514	0.931749	0.865443	1.18121	0.566523	1.06998	2.38272	1.24752
NW_023497093.1	na	39.3103	44.5559	36.6891	38.0953	50.6172	41.9411	48.8469	39.7161	51.5777	39.0363	56.9198	40.1788	49.6455	37.041	34.5638	44.9433	41.8062	37.0307	46.9653	45.9644	36.7804	49.3528	35.5686	17.0483	51.0142	23.422	52.3737	52.1395	68.1898
NW_023497300.1	na	17.3791	37.9154	19.5522	29.2359	31.4717	18.1694	29.2192	23.4201	46.5781	29.3503	50.4901	32.6205	37.13	27.2067	27.6927	37.4464	39.5095	18.6628	27.6402	40.1138	31.2463	30.5722	16.8203	14.9924	112.674	88.7528	159.405	115.937	91.6933
NW_023497294.1	na	7.19796	7.44858	6.33614	5.02637	4.81453	6.59316	6.83731	6.68368	9.90161	5.76233	8.92431	6.36587	7.6985	5.44608	6.01077	6.27247	5.29986	6.45865	7.05969	6.28792	7.36431	7.36696	4.80485	5.23135	4.84878	8.35479	11.6236	12.6884	5.86072
NW_023497301.1	na	10.7622	9.86412	11.9394	10.3569	14.7971	12.3429	11.7574	12.9714	16.0734	11.6429	14.0501	11.1742	12.3721	7.00078	9.14684	5.26303	10.0499	8.55961	5.65466	11.5987	11.1149	15.0252	2.84064	3.62648	12.0981	7.07347	11.9285	14.6009	17.5349
NW_023497285.1	na	61.7169	68.8325	58.0545	59.6567	69.9349	60.4374	65.9478	52.3454	70.509	58.4145	88.0671	59.7294	70.76	50.7917	40.6636	63.9355	64.2953	43.7171	57.1529	68.0397	55.5817	71.1468	57.2714	33.2061	77.4137	52.5623	139.49	118.115	98.1784
NW_023497297.1	na	10.1926	10.8419	9.78847	10.0585	13.1751	9.48614	12.6679	10.2338	15.8666	8.98342	15.0427	10.7218	13.0149	10.1448	9.18247	12.8401	10.3824	8.66977	12.4296	13.0669	10.8916	12.4821	7.92606	5.96494	15.3221	9.69819	19.472	20.5058	22.0693
NW_023497015.1	na	35.5668	41.9046	34.1616	33.0882	43.8141	39.1536	42.7128	36.7945	47.9781	34.1574	49.3493	35.0928	45.4265	33.3621	30.5145	39.807	35.9891	34.031	41.4783	42.5035	36.2371	43.8446	21.3165	15.4601	42.6555	20.4744	43.5969	48.0546	59.4328
NW_023497306.1	na	2.89703	6.92241	4.11602	3.05878	3.62224	4.04131	4.16021	3.56633	4.50149	5.98777	6.98171	2.81009	8.67568	4.58812	2.64844	6.87062	7.16504	6.9629	8.34313	7.75491	5.31312	4.36718	6.74494	3.03103	8.40921	3.44641	12.2563	11.3	6.62861
NW_023497291.1	na	43.8604	54.157	37.8507	45.0793	52.0261	41.5916	52.6288	45.053	69.1567	44.5135	72.1564	48.9889	55.8348	42.4612	41.6104	53.256	46.8644	35.2124	50.2982	53.7514	47.7668	61.0521	28.8435	22.0966	80.8326	64.1913	110.598	84.7818	90.0881
NW_023497299.1	na	3.25187	5.56337	5.5724	2.52667	4.63198	5.04093	5.9212	4.72468	4.71591	4.72072	4.28019	2.85922	7.98155	7.09439	2.7836	8.91249	8.32391	6.16897	9.22751	8.57175	7.06516	5.44533	5.58098	3.68239	5.94231	2.60735	6.02514	6.62282	7.70298
NW_023497309.1	na	5.08658	6.45889	6.4765	4.02526	6.46826	5.30549	5.85944	5.89407	6.08145	4.38699	5.58572	3.96292	6.04216	6.23192	3.23921	5.73177	7.27468	5.67779	6.00937	5.03762	4.82892	4.86051	3.22595	1.56924	6.82463	2.257	6.21078	11.3685	7.35338
NW_023497305.1	na	12.0627	14.479	13.0228	10.1251	8.6001	11.8124	12.954	13.233	19.6406	12.4783	18.0694	12.2124	15.4416	10.8526	12.7337	15.0505	13.0363	13.1168	21.7602	13.2284	16.2604	15.89	10.5542	7.46794	9.7952	14.6502	20.7015	17.1314	13.3594
NW_023497307.1	na	11.6182	14.2109	10.7013	9.15321	14.4372	11.3558	12.7618	11.8613	18.2638	11.3727	13.9265	12.0237	17.531	8.33656	10.7973	9.19691	8.41216	10.8931	9.14925	18.6197	14.141	16.7048	7.16715	9.54037	11.7605	17.2839	22.3394	19.3249	20.7585
NW_023497313.1	na	1.55493	1.85357	1.14643	1.14464	2.32476	1.50488	1.78111	1.75498	1.87639	1.51602	2.19359	1.25932	1.49801	0.935515	0.947339	1.54929	2.58807	1.4162	1.22082	1.92617	1.3502	1.5717	1.31046	0.874605	2.93785	0.831706	2.27375	2.67977	4.6982
NW_023497317.1	na	0.0671682	0	0	0	0	0	0	0.0668995	0.0421816	0.0663622	0.167383	0.10317	0.0671682	0	0.322676	0	0.132187	0.107738	0.0585707	0.132724	0	0.189683	0.372112	0.17007	0.233477	0.302257	0.444653	0.438205	0.0257926
NW_023497312.1	na	2.80844	2.11933	1.66168	1.83318	1.8716	2.07064	2.59842	2.1287	3.25272	1.64721	3.00279	1.7409	2.18647	1.50624	2.11783	1.71096	1.58426	1.31897	2.13419	2.01946	1.91529	3.31278	1.59264	2.05008	2.36127	3.93325	6.46493	6.66856	3.1736
NW_023497311.1	na	16.0609	16.2872	14.3901	15.4001	15.7722	13.6195	19.2112	15.2954	21.1366	15.8912	25.483	14.241	20.9828	15.026	11.9019	19.6974	18.8238	14.1603	18.2139	20.2831	17.6141	20.4107	9.81656	7.45825	18.3907	12.2634	20.466	18.0376	23.2133
NW_023497314.1	na	4.57895	5.18061	4.99948	4.81343	6.40395	5.7094	6.01804	5.31598	6.03125	5.93654	7.47924	4.97634	7.49245	5.42631	4.62203	6.56471	5.53414	5.27765	6.35474	6.72986	4.71743	5.86998	3.06838	2.08607	8.77519	1.29863	5.47457	5.1453	9.21022
NW_023497315.1	na	5.98943	10.4954	7.56914	4.93544	5.91339	7.02422	9.68349	6.82896	8.92981	9.10033	9.58548	4.32671	12.9668	8.89922	4.57176	12.1564	11.2239	10.2677	13.7673	12.0486	10.1683	8.20763	9.37567	5.226	13.0946	5.92659	17.7635	16.9969	13.9459
NW_023497304.1	na	15.2443	24.5048	14.1238	16.6102	18.1417	14.8028	20.7455	17.9851	33.072	17.5347	30.0815	16.6345	22.646	14.993	13.6572	23.448	23.1835	11.9921	18.57	23.1225	17.9631	26.4604	12.3119	8.01328	72.2238	55.3544	99.5029	69.2744	68.3431
NW_023497310.1	na	32.1762	54.9605	32.7495	41.2464	66.7307	28.4949	46.7984	44.5431	69.1069	49.0781	64.106	47.3433	74.3302	40.8338	55.0744	59.755	41.271	43.9006	68.9612	75.5049	60.2194	51.7627	49.6904	50.5049	62.3443	77.9947	107.875	75.2728	80.7962
NW_023497144.1	na	32.9769	37.4623	30.3089	31.5324	42.0705	34.9437	41.0491	32.7922	41.7398	32.612	46.6103	33.1051	41.7417	31.0855	28.906	37.5588	35.2233	30.4877	39.1888	38.3347	30.6827	41.1714	19.7779	14.5702	42.416	19.6354	44.4059	45.9285	57.9159
NW_023497316.1	na	31.6034	53.2091	28.605	47.2109	52.014	33.854	53.0289	40.9459	64.8667	39.8647	69.0521	52.8724	53.2174	36.8255	33.864	56.5923	53.5344	24.624	34.6491	52.763	41.0569	59.4477	22.6926	11.2221	91.4733	28.7896	78.8721	76.2807	108.714
NW_023497290.1	na	179.827	194.686	157.006	160.112	239.902	159.329	180.101	188.076	274.401	161.576	203.454	181.687	260.9	127.134	175.483	146.394	138.176	150.074	164.858	268.666	218.418	218.316	132.988	168.469	185.76	300.017	349.808	313.117	324.95
NW_023497171.1	na	35.8955	40.3111	34.9347	36.636	47.7786	37.9702	43.6598	37.0483	45.7338	37.5751	51.9669	37.2766	46.3295	36.5813	32.5374	41.4715	43.4069	34.5694	44.7784	43.8318	36.0019	43.9289	24.8105	17.9958	50.1804	23.9046	53.5948	53.2709	61.8784
NW_023497135.1	na	36.4582	36.0404	33.3442	31.2438	42.0889	34.7931	38.9364	34.323	39.2229	32.4142	42.6668	30.8882	39.2954	32.278	27.3568	34.7611	41.933	30.752	39.7104	37.6977	31.2042	38.367	24.0076	15.9703	44.3073	20.7721	49.9587	51.6275	58.4937
NW_023496841.1	X	50.7369	40.6992	47.9034	30.268	60.6856	44.803	28.5353	42.6549	36.8626	42.7836	31.5163	24.6254	44.8598	29.236	38.5921	29.9294	48.6033	40.1794	50.6442	44.2853	39.9629	36.9243	33.099	26.439	43.2977	26.8309	50.8187	69.5169	54.9844
NW_023496954.1	na	40.1543	42.0699	36.6901	36.4316	48.9942	40.2221	45.642	38.9512	46.6088	37.1499	51.4035	36.9656	46.5442	36.2504	31.8019	41.7146	43.9328	35.3681	45.0913	43.4436	35.2734	45.5796	25.7295	16.7463	51.2139	23.6429	55.211	55.7209	67.7358
NW_023496860.1	na	35.652	38.2878	32.9834	32.4634	43.4175	36.2675	41.7261	34.6997	42.6787	33.9371	46.6771	33.0914	42.3337	33.0567	29.2971	38.032	39.3336	32.0443	41.1495	39.3069	32.0742	41.4272	24.1525	16.0131	44.9395	22.5165	51.2068	52.297	61.2638
NW_023497204.1	na	19.4217	21.5034	18.4845	18.1071	24.6705	20.6138	23.2514	19.8595	25.0732	19.6467	26.905	19.3388	24.9002	19.2374	17.1477	22.0688	20.953	19.5389	24.0262	23.2932	19.6207	23.1658	12.6973	9.2116	25.6789	11.692	25.75	26.2183	32.48
NW_023497160.1	na	50.2547	46.4084	46.4141	41.3381	56.5553	46.1563	50.3867	46.056	50.1606	42.8137	55.6366	40.1885	50.3627	43.2302	35.4979	44.8945	58.3344	40.4134	54.5059	48.9102	41.8322	48.9923	30.2927	21.7472	58.2867	26.0668	59.3821	62.3294	76.449
NW_023497327.1	na	32.8111	36.8629	30.0333	30.3477	40.5786	34.163	39.8346	32.6084	42.1649	31.0005	45.3691	31.08	40.8106	30.5795	27.0496	37.4214	34.4476	28.8388	38.5125	37.8665	30.8577	40.9068	20.466	15.4559	41.4269	23.763	48.4841	50.1499	57.9484
NW_023497179.1	na	48.0865	45.9889	45.0236	40.0368	53.8526	44.8029	49.7948	44.899	51.2908	42.2666	55.6333	39.7452	51.2659	42.6236	34.7188	45.3265	54.7535	40.46	54.2131	49.2193	42.5412	48.778	28.1566	20.1426	55.9549	23.7165	54.2351	56.888	71.3501
NW_023496816.1	3R	54.6513	40.6909	51.06	37.1518	51.421	41.7854	44.4773	44.0899	44.8081	39.0946	48.4638	34.4056	44.3321	42.1174	32.8883	36.9331	53.9233	42.001	52.2327	44.5414	39.9571	37.7232	25.2993	21.607	51.025	21.9031	60.5563	60.8009	55.6241
NW_023496875.1	na	38.2402	40.7833	35.6791	34.2326	46.0336	38.8734	43.7638	37.1591	45.1039	36.1168	49.7146	34.668	45.1551	35.3655	30.4342	40.5467	43.6373	34.6665	45.3435	42.2425	35.4399	43.5996	24.7186	16.8653	48.7009	22.6391	52.65	51.8404	62.8213
NW_023497222.1	na	30.053	33.5072	28.3967	28.7983	38.4197	32.1191	36.2722	30.3045	38.6373	29.7777	42.8982	29.7716	37.6559	27.9141	27.0297	33.834	30.9476	29.0852	37.5291	34.6128	28.9779	37.1005	19.7211	13.9745	38.1714	19.366	43.4296	43.0011	50.3734
NW_023497331.1	na	16.3227	19.8489	15.9682	14.028	18.5011	18.1305	20.5136	16.5349	21.698	17.2628	22.7898	14.0065	23.9913	15.5476	12.8476	19.143	18.1212	17.6855	22.4508	21.316	17.3169	19.7308	11.616	8.2118	22.686	9.23466	23.8702	24.4479	29.4122
NW_023497231.1	na	36.5833	37.1651	33.13	31.1103	41.97	35.4867	39.93	34.7535	40.5007	32.75	44.8635	31.4757	40.7157	32.397	27.0465	36.1013	40.4276	31.7076	40.7152	38.2353	32.0815	39.4882	23.2925	15.2668	45.8095	21.1301	50.0364	52.5297	60.2024
NW_023497298.1	na	30.8757	31.5146	26.8061	27.1987	34.7341	29.8637	34.0344	29.3078	34.6972	27.1961	38.8721	28.0853	33.8174	26.8099	24.0885	30.7809	29.9499	25.9427	33.636	32.1342	27.3627	33.3033	17.2926	12.3786	35.4082	18.3225	39.7438	40.5257	46.5554
NW_023497321.1	na	32.3851	36.5505	29.4656	31.5749	41.0779	33.8891	40.6051	32.5707	42.6256	31.2233	45.1288	33.3933	40.4063	29.8367	29.2267	36.1524	33.6923	28.9123	37.6996	37.6013	30.8114	40.8018	19.4265	15.0381	45.0797	25.2446	50.4393	50.8198	58.0764
NW_023497322.1	na	35.9133	36.8591	34.8303	31.9702	43.2105	35.8651	40.237	34.7784	41.7849	33.9521	46.1567	32.4686	41.2694	33.1651	29.1889	37.6146	42.0585	32.0089	41.189	38.764	33.2795	39.9701	23.7884	16.0747	45.6001	21.6765	48.7303	49.3249	58.744
NW_023497324.1	na	32.0515	36.2542	29.531	30.6523	40.9216	34.1497	39.3463	32.2034	41.4468	31.6458	44.7824	31.6642	40.015	29.8499	28.2825	36.2187	33.5277	30.3539	37.5819	36.9852	29.9111	39.8241	20.5515	14.5891	41.2595	21.133	45.0845	47.2317	56.5934
NW_023497320.1	na	29.4944	33.671	27.1626	28.5459	37.6815	31.5245	36.0773	29.2045	38.2607	29.6815	42.0461	29.5463	37.4715	27.9194	25.3898	34.1364	31.395	28.0945	35.0292	34.3973	27.6809	36.941	20.1481	12.8517	38.8443	19.3454	43.3788	44.4411	52.7957
NW_023497276.1	na	23.7331	27.0825	22.8172	22.1146	30.0645	25.4696	29.1418	24.1139	31.1513	24.0553	33.6743	23.2993	30.9296	22.8466	20.4303	27.1718	25.6574	23.6126	29.5985	28.6122	23.633	28.9948	14.8639	10.1781	31.3302	13.4374	31.9845	32.5519	40.5996
NW_023497329.1	na	49.3567	43.5204	44.3619	39.0843	51.8378	42.8416	47.0525	42.9944	46.1007	40.6756	52.5149	37.0343	47.5848	41.7814	32.523	42.1066	55.9812	38.4858	50.4126	47.0553	40.2392	45.0327	29.1273	19.4311	55.3293	25.0407	57.9903	59.2014	68.8502
NW_023497195.1	na	49.619	47.3115	48.0842	42.0846	56.8131	47.0199	51.318	46.4746	51.5674	44.1531	57.5257	41.2807	52.0169	44.3187	36.5173	46.0489	58.3943	41.5856	56.1429	50.5051	44.0314	49.5486	30.5092	20.9761	57.5867	27.5429	60.4606	61.8828	72.5503
NW_023497332.1	na	37.9385	42.3276	34.1196	35.0059	46.1388	38.6133	45.2089	36.8287	47.2668	35.7084	51.8665	37.0707	46.6356	34.8744	32.3493	42.0001	38.7072	33.5244	44.3625	42.9231	35.0996	46.369	22.3342	16.0529	45.8588	24.0844	50.6338	53.4986	64.1009
NW_023497259.1	na	40.3554	39.9267	36.2747	34.8254	46.8176	37.969	43.4355	37.6226	43.7275	36.1764	48.9129	34.429	44.301	36.0203	30.364	38.9586	45.8466	34.3772	44.6343	42.1806	34.3077	42.4796	26.2482	17.6238	49.4257	21.7909	51.8646	52.0171	63.8539
NW_023497326.1	na	47.7144	44.7589	42.5866	39.5566	52.8034	43.4656	49.0584	43.1992	49.8808	40.8111	54.599	39.3876	49.4505	41.9014	33.8909	44.0297	50.7786	38.7977	51.8002	47.586	41.0225	48.0436	27.4956	19.5534	54.0073	25.4606	58.9804	59.3566	70.7665
NW_023497330.1	na	39.9365	46.5597	37.5777	36.5955	49.4227	43.4098	49.0282	40.6519	53.013	38.1845	55.4427	37.3929	51.5397	37.3126	33.5547	44.9205	41.5231	37.4076	47.3439	47.264	39.342	49.576	23.8429	17.2462	49.635	21.8488	49.9181	55.7797	69.3145
NW_023497241.1	na	35.327	39.8804	33.0668	33.6646	45.2523	36.952	42.9993	35.581	44.8325	35.5369	50.1156	35.5519	44.8013	33.8082	30.6532	40.1897	38.39	33.2854	41.6548	41.4838	31.8747	42.9923	23.4328	16.2243	47.8042	22.9156	52.5195	51.4714	61.8248
NW_023497337.1	na	16.7542	14.894	14.483	16.6457	22.8161	15.7183	18.2082	15.3149	17.9259	13.8	21.2518	18.342	15.1822	14.7607	14.9696	16.4029	14.5301	11.9912	15.8549	15.3407	12.7096	18.7857	8.5669	6.12032	19.0738	10.2204	20.8811	21.8158	27.4055
NW_023497323.1	na	32.456	36.4534	29.9829	31.0839	40.4618	34.0841	39.5124	32.6946	41.7433	31.2526	45.0695	32.3917	40.1162	30.3023	27.7278	36.3341	34.8062	29.6864	37.8884	37.0446	30.5428	40.0907	24.2884	14.3602	43.2598	21.8364	46.3986	47.3476	56.9834
NW_023497328.1	na	45.8169	43.7588	41.6608	37.5556	50.246	42.2362	46.0568	41.8646	46.9199	38.6281	52.6223	37.4887	46.7461	38.7929	33.3634	41.2553	51.7263	35.9998	48.6937	45.6483	39.4136	45.8609	28.0873	19.3663	52.7005	26.7881	59.1753	59.7129	67.768
NW_023497325.1	na	36.7568	40.6307	32.9942	33.9526	42.6843	37.5151	43.9228	37.0865	47.7028	34.0978	50.0389	36.606	44.6144	33.4987	31.3797	39.9765	35.3349	32.5185	41.7957	41.5647	35.4725	44.9118	22.4896	17.437	42.8229	28.8775	53.1709	54.2783	59.0851
NW_023497287.1	na	46.0581	44.5461	42.1264	39.2151	51.8257	42.6365	47.7148	43.0378	49.2902	39.037	53.5193	39.2555	48.0901	39.9005	34.4691	42.9448	48.7076	37.4888	50.3109	46.5716	40.0822	47.5288	26.5001	19.532	51.9183	25.5509	54.8201	56.4203	68.4264
NW_023497268.1	na	43.2743	42.2748	40.154	37.1454	49.9335	41.4734	46.0514	40.9502	45.9546	38.1807	51.1202	37.0141	46.4126	38.6428	31.8404	41.7575	49.6844	35.6157	48.3929	44.3728	36.9361	44.9685	28.707	19.5727	52.9911	24.6314	54.639	59.1991	68.8445
NW_023497319.1	na	38.5735	42.5977	34.9507	36.248	47.5674	39.806	46.3389	37.995	49.0665	37.1495	54.4936	38.3179	47.2411	35.5081	33.2167	43.2019	39.6922	34.9995	44.2621	43.6408	35.3531	46.8661	33.2863	16.3603	48.2965	24.8107	53.3868	53.1941	65.3373
NW_023497334.1	na	38.41	43.1971	35.815	36.5487	50.0942	40.6497	47.3856	38.0834	47.975	38.4667	53.9151	37.7253	48.6019	35.8209	33.6232	43.407	41.4641	35.5638	45.153	44.49	35.0968	47.2132	35.2116	16.3713	50.5274	23.4325	52.937	55.3174	68.4518
NW_023497308.1	na	48.1517	44.2398	45.0126	39.0038	53.5015	43.7812	47.745	43.0556	47.3121	40.6356	53.0474	37.9387	48.1137	41.3397	33.1164	42.3662	55.5851	38.0008	51.5569	46.8648	40.641	46.1651	29.0485	20.0152	55.7307	25.0427	58.7662	60.8679	70.457
NW_023497333.1	na	47.3018	46.9292	42.444	41.7511	54.5882	45.1971	51.7116	45.2872	55.6018	41.9187	58.2909	43.1276	52.5053	41.2453	37.5038	46.7301	48.5698	40.134	51.4664	49.5538	42.2009	51.7675	26.8276	20.1612	54.5549	27.3079	55.5881	53.9092	70.8367
NW_023497341.1	na	28.2274	30.5143	26.6022	25.6442	34.3069	28.8322	32.963	27.6788	34.9892	26.3683	38.1767	27.0379	34.8277	25.5005	23.3794	29.6131	29.7393	26.2202	33.138	31.3719	26.3164	32.7447	16.072	12.159	34.4414	14.8538	32.7534	33.5614	45.3081
NW_023497335.1	na	40.4567	39.345	36.434	33.5304	45.6156	38.104	42.4638	36.5584	40.9451	36.0734	47.454	32.8239	42.8581	35.7371	28.9834	38.2816	48.5934	32.6253	43.8334	41.5434	33.4756	41.2906	28.6132	19.3701	50.1761	24.5244	60.3579	60.1548	65.3784
NW_023497318.1	na	49.3818	48.5297	46.2019	42.1524	57.6405	47.3328	52.638	46.6419	53.114	43.8892	59.2909	42.7379	53.7205	44.0976	37.4951	47.5852	58.1688	42.592	56.3154	51.7438	44.5915	51.0721	30.2035	21.0399	58.4312	25.5867	57.667	57.7565	71.9744
NW_023497338.1	na	32.3239	36.9743	29.3433	30.8167	41.7461	34.0428	39.6221	31.9249	40.6788	31.9242	45.3335	32.2597	41.2382	30.2561	27.8346	36.8779	33.8908	28.7219	37.8829	37.5758	29.9253	40.2434	20.9494	14.9048	48.3008	26.7001	55.1639	55.5411	63.4073
NW_023497336.1	na	46.5923	45.8733	42.8894	39.8159	53.9242	44.444	49.9434	44.3544	50.7292	40.7724	55.1868	39.6286	50.1487	40.8533	34.5959	44.4979	53.3626	37.8307	51.6607	47.6689	40.7734	49.2388	28.8356	20.0682	57.1572	28.5106	61.5264	62.3861	74.9605
NW_023497339.1	na	38.1921	41.1392	34.9877	35.0213	46.1219	38.624	44.444	37.6707	47.6185	34.9048	52.4551	36.2473	45.6667	34.5465	31.1858	40.8176	40.1777	34.2501	43.678	42.3894	35.0252	45.4904	21.3997	15.351	48.3622	21.5344	46.5921	49.8326	64.3489
NW_023497344.1	na	38.0866	36.6486	34.1184	31.7803	42.9444	35.2574	39.9249	35.8158	40.2161	32.9206	43.8864	31.5184	40.5956	33.5241	28.5645	35.7334	45.1246	30.8304	41.9705	38.8405	32.3819	39.4927	24.7793	18.3902	45.9053	22.8471	51.7541	50.6587	60.1019
